frame,reporte_medico
frame_70096,This is a colonoscopy frame from a patient with no polyps.
frame_70097,This is a colonoscopy frame from a patient with no polyps.
frame_70098,This is a colonoscopy frame from a patient with no polyps.
frame_70099,This is a colonoscopy frame from a patient with no polyps.
frame_70100,This is a colonoscopy frame from a patient with no polyps.
frame_70101,This is a colonoscopy frame from a patient with no polyps.
frame_70102,This is a colonoscopy frame from a patient with no polyps.
frame_70103,This is a colonoscopy frame from a patient with no polyps.
frame_70104,This is a colonoscopy frame from a patient with no polyps.
frame_70105,This is a colonoscopy frame from a patient with no polyps.
frame_70106,This is a colonoscopy frame from a patient with no polyps.
frame_70107,This is a colonoscopy frame from a patient with no polyps.
frame_70108,This is a colonoscopy frame from a patient with no polyps.
frame_70109,This is a colonoscopy frame from a patient with no polyps.
frame_70110,This is a colonoscopy frame from a patient with no polyps.
frame_70111,This is a colonoscopy frame from a patient with no polyps.
frame_70112,This is a colonoscopy frame from a patient with no polyps.
frame_70113,This is a colonoscopy frame from a patient with no polyps.
frame_70114,This is a colonoscopy frame from a patient with no polyps.
frame_70115,This is a colonoscopy frame from a patient with no polyps.
frame_70116,This is a colonoscopy frame from a patient with no polyps.
frame_70117,This is a colonoscopy frame from a patient with no polyps.
frame_70118,This is a colonoscopy frame from a patient with no polyps.
frame_70119,This is a colonoscopy frame from a patient with no polyps.
frame_70120,This is a colonoscopy frame from a patient with no polyps.
frame_70121,This is a colonoscopy frame from a patient with no polyps.
frame_70122,This is a colonoscopy frame from a patient with no polyps.
frame_70123,This is a colonoscopy frame from a patient with no polyps.
frame_70124,This is a colonoscopy frame from a patient with no polyps.
frame_70125,This is a colonoscopy frame from a patient with no polyps.
frame_70126,This is a colonoscopy frame from a patient with no polyps.
frame_70127,This is a colonoscopy frame from a patient with no polyps.
frame_70128,This is a colonoscopy frame from a patient with no polyps.
frame_70129,This is a colonoscopy frame from a patient with no polyps.
frame_70130,This is a colonoscopy frame from a patient with no polyps.
frame_70131,This is a colonoscopy frame from a patient with no polyps.
frame_70132,This is a colonoscopy frame from a patient with no polyps.
frame_70133,This is a colonoscopy frame from a patient with no polyps.
frame_70134,This is a colonoscopy frame from a patient with a pedunculated adenoma polyp measuring 15 mm located in the sigmoid colon.
frame_70135,This is a colonoscopy frame from a patient with a pedunculated adenoma polyp measuring 15 mm located in the sigmoid colon.
frame_70136,This is a colonoscopy frame from a patient with no polyps.
frame_70137,This is a colonoscopy frame from a patient with no polyps.
frame_70138,This is a colonoscopy frame from a patient with no polyps.
frame_70139,This is a colonoscopy frame from a patient with no polyps.
frame_70140,This is a colonoscopy frame from a patient with no polyps.
frame_70141,This is a colonoscopy frame from a patient with no polyps.
frame_70142,This is a colonoscopy frame from a patient with a pedunculated adenoma polyp measuring 15 mm located in the sigmoid colon.
frame_70143,This is a colonoscopy frame from a patient with no polyps.
frame_70144,This is a colonoscopy frame from a patient with no polyps.
frame_70145,This is a colonoscopy frame from a patient with no polyps.
frame_70146,This is a colonoscopy frame from a patient with no polyps.
frame_70147,This is a colonoscopy frame from a patient with no polyps.
frame_70148,This is a colonoscopy frame from a patient with no polyps.
frame_70149,This is a colonoscopy frame from a patient with no polyps.
frame_70150,This is a colonoscopy frame from a patient with no polyps.
frame_70151,This is a colonoscopy frame from a patient with no polyps.
frame_70152,This is a colonoscopy frame from a patient with no polyps.
frame_70153,This is a colonoscopy frame from a patient with no polyps.
frame_70154,This is a colonoscopy frame from a patient with no polyps.
frame_70155,This is a colonoscopy frame from a patient with no polyps.
frame_70156,This is a colonoscopy frame from a patient with no polyps.
frame_70157,This is a colonoscopy frame from a patient with no polyps.
frame_70158,This is a colonoscopy frame from a patient with no polyps.
frame_70159,This is a colonoscopy frame from a patient with no polyps.
frame_70160,This is a colonoscopy frame from a patient with no polyps.
frame_70161,This is a colonoscopy frame from a patient with no polyps.
frame_70162,This is a colonoscopy frame from a patient with no polyps.
frame_70163,This is a colonoscopy frame from a patient with no polyps.
frame_70164,This is a colonoscopy frame from a patient with no polyps.
frame_70165,This is a colonoscopy frame from a patient with no polyps.
frame_70166,This is a colonoscopy frame from a patient with no polyps.
frame_70167,This is a colonoscopy frame from a patient with no polyps.
frame_70168,This is a colonoscopy frame from a patient with no polyps.
frame_70169,This is a colonoscopy frame from a patient with no polyps.
frame_70170,This is a colonoscopy frame from a patient with no polyps.
frame_70171,This is a colonoscopy frame from a patient with no polyps.
frame_70172,This is a colonoscopy frame from a patient with no polyps.
frame_70173,This is a colonoscopy frame from a patient with no polyps.
frame_70174,This is a colonoscopy frame from a patient with no polyps.
frame_70175,This is a colonoscopy frame from a patient with no polyps.
frame_70176,This is a colonoscopy frame from a patient with no polyps.
frame_70177,This is a colonoscopy frame from a patient with no polyps.
frame_70178,This is a colonoscopy frame from a patient with no polyps.
frame_70179,This is a colonoscopy frame from a patient with no polyps.
frame_70180,This is a colonoscopy frame from a patient with no polyps.
frame_70181,This is a colonoscopy frame from a patient with no polyps.
frame_70182,This is a colonoscopy frame from a patient with no polyps.
frame_70183,This is a colonoscopy frame from a patient with no polyps.
frame_70184,This is a colonoscopy frame from a patient with no polyps.
frame_70185,This is a colonoscopy frame from a patient with no polyps.
frame_70186,This is a colonoscopy frame from a patient with no polyps.
frame_70187,This is a colonoscopy frame from a patient with no polyps.
frame_70188,This is a colonoscopy frame from a patient with no polyps.
frame_70189,This is a colonoscopy frame from a patient with no polyps.
frame_70190,This is a colonoscopy frame from a patient with no polyps.
frame_70191,This is a colonoscopy frame from a patient with no polyps.
frame_70192,This is a colonoscopy frame from a patient with no polyps.
frame_70193,This is a colonoscopy frame from a patient with no polyps.
frame_70194,This is a colonoscopy frame from a patient with no polyps.
frame_70195,This is a colonoscopy frame from a patient with no polyps.
frame_70196,This is a colonoscopy frame from a patient with no polyps.
frame_70197,This is a colonoscopy frame from a patient with no polyps.
frame_70198,This is a colonoscopy frame from a patient with no polyps.
frame_70199,This is a colonoscopy frame from a patient with no polyps.
frame_70200,This is a colonoscopy frame from a patient with no polyps.
frame_70201,This is a colonoscopy frame from a patient with no polyps.
frame_70202,This is a colonoscopy frame from a patient with no polyps.
frame_70203,This is a colonoscopy frame from a patient with no polyps.
frame_70204,This is a colonoscopy frame from a patient with no polyps.
frame_70205,This is a colonoscopy frame from a patient with no polyps.
frame_70206,This is a colonoscopy frame from a patient with no polyps.
frame_70207,This is a colonoscopy frame from a patient with no polyps.
frame_70208,This is a colonoscopy frame from a patient with no polyps.
frame_70209,This is a colonoscopy frame from a patient with no polyps.
frame_70210,This is a colonoscopy frame from a patient with no polyps.
frame_70211,This is a colonoscopy frame from a patient with no polyps.
frame_70212,This is a colonoscopy frame from a patient with no polyps.
frame_70213,This is a colonoscopy frame from a patient with no polyps.
frame_70214,This is a colonoscopy frame from a patient with no polyps.
frame_70215,This is a colonoscopy frame from a patient with no polyps.
frame_70216,This is a colonoscopy frame from a patient with no polyps.
frame_70217,This is a colonoscopy frame from a patient with no polyps.
frame_70218,This is a colonoscopy frame from a patient with no polyps.
frame_70219,This is a colonoscopy frame from a patient with no polyps.
frame_70220,This is a colonoscopy frame from a patient with no polyps.
frame_70221,This is a colonoscopy frame from a patient with no polyps.
frame_70222,This is a colonoscopy frame from a patient with no polyps.
frame_70223,This is a colonoscopy frame from a patient with no polyps.
frame_70224,This is a colonoscopy frame from a patient with no polyps.
frame_70225,This is a colonoscopy frame from a patient with no polyps.
frame_70226,This is a colonoscopy frame from a patient with no polyps.
frame_70227,This is a colonoscopy frame from a patient with no polyps.
frame_70228,This is a colonoscopy frame from a patient with no polyps.
frame_70229,This is a colonoscopy frame from a patient with no polyps.
frame_70230,This is a colonoscopy frame from a patient with no polyps.
frame_70231,This is a colonoscopy frame from a patient with no polyps.
frame_70232,This is a colonoscopy frame from a patient with no polyps.
frame_70233,This is a colonoscopy frame from a patient with no polyps.
frame_70234,This is a colonoscopy frame from a patient with no polyps.
frame_70235,This is a colonoscopy frame from a patient with no polyps.
frame_70236,This is a colonoscopy frame from a patient with no polyps.
frame_70237,This is a colonoscopy frame from a patient with no polyps.
frame_70238,This is a colonoscopy frame from a patient with no polyps.
frame_70239,This is a colonoscopy frame from a patient with no polyps.
frame_70240,This is a colonoscopy frame from a patient with no polyps.
frame_70241,This is a colonoscopy frame from a patient with no polyps.
frame_70242,This is a colonoscopy frame from a patient with no polyps.
frame_70243,This is a colonoscopy frame from a patient with no polyps.
frame_70244,This is a colonoscopy frame from a patient with no polyps.
frame_70245,This is a colonoscopy frame from a patient with no polyps.
frame_70246,This is a colonoscopy frame from a patient with no polyps.
frame_70247,This is a colonoscopy frame from a patient with no polyps.
frame_70248,This is a colonoscopy frame from a patient with no polyps.
frame_70249,This is a colonoscopy frame from a patient with no polyps.
frame_70250,This is a colonoscopy frame from a patient with no polyps.
frame_70251,This is a colonoscopy frame from a patient with no polyps.
frame_70252,This is a colonoscopy frame from a patient with no polyps.
frame_70253,This is a colonoscopy frame from a patient with no polyps.
frame_70254,This is a colonoscopy frame from a patient with no polyps.
frame_70255,This is a colonoscopy frame from a patient with no polyps.
frame_70256,This is a colonoscopy frame from a patient with no polyps.
frame_70257,This is a colonoscopy frame from a patient with no polyps.
frame_70258,This is a colonoscopy frame from a patient with no polyps.
frame_70259,This is a colonoscopy frame from a patient with no polyps.
frame_70260,This is a colonoscopy frame from a patient with no polyps.
frame_70261,This is a colonoscopy frame from a patient with no polyps.
frame_70262,This is a colonoscopy frame from a patient with no polyps.
frame_70263,This is a colonoscopy frame from a patient with no polyps.
frame_70264,This is a colonoscopy frame from a patient with no polyps.
frame_70265,This is a colonoscopy frame from a patient with no polyps.
frame_70266,This is a colonoscopy frame from a patient with no polyps.
frame_70267,This is a colonoscopy frame from a patient with no polyps.
frame_70268,This is a colonoscopy frame from a patient with no polyps.
frame_70269,This is a colonoscopy frame from a patient with no polyps.
frame_70270,This is a colonoscopy frame from a patient with no polyps.
frame_70271,This is a colonoscopy frame from a patient with no polyps.
frame_70272,This is a colonoscopy frame from a patient with no polyps.
frame_70273,This is a colonoscopy frame from a patient with no polyps.
frame_70274,This is a colonoscopy frame from a patient with no polyps.
frame_70275,This is a colonoscopy frame from a patient with no polyps.
frame_70276,This is a colonoscopy frame from a patient with no polyps.
frame_70277,This is a colonoscopy frame from a patient with no polyps.
frame_70278,This is a colonoscopy frame from a patient with no polyps.
frame_70279,This is a colonoscopy frame from a patient with no polyps.
frame_70280,This is a colonoscopy frame from a patient with no polyps.
frame_70281,This is a colonoscopy frame from a patient with no polyps.
frame_70282,This is a colonoscopy frame from a patient with no polyps.
frame_70283,This is a colonoscopy frame from a patient with no polyps.
frame_70284,This is a colonoscopy frame from a patient with no polyps.
frame_70285,This is a colonoscopy frame from a patient with no polyps.
frame_70286,This is a colonoscopy frame from a patient with no polyps.
frame_70287,This is a colonoscopy frame from a patient with no polyps.
frame_70288,This is a colonoscopy frame from a patient with no polyps.
frame_70289,This is a colonoscopy frame from a patient with no polyps.
frame_70290,This is a colonoscopy frame from a patient with no polyps.
frame_70291,This is a colonoscopy frame from a patient with no polyps.
frame_70292,This is a colonoscopy frame from a patient with no polyps.
frame_70293,This is a colonoscopy frame from a patient with no polyps.
frame_70294,This is a colonoscopy frame from a patient with no polyps.
frame_70295,This is a colonoscopy frame from a patient with no polyps.
frame_70296,This is a colonoscopy frame from a patient with no polyps.
frame_70297,This is a colonoscopy frame from a patient with no polyps.
frame_70298,This is a colonoscopy frame from a patient with no polyps.
frame_70299,This is a colonoscopy frame from a patient with no polyps.
frame_70300,This is a colonoscopy frame from a patient with no polyps.
frame_70301,This is a colonoscopy frame from a patient with no polyps.
frame_70302,This is a colonoscopy frame from a patient with no polyps.
frame_70303,This is a colonoscopy frame from a patient with no polyps.
frame_70304,This is a colonoscopy frame from a patient with no polyps.
frame_70305,This is a colonoscopy frame from a patient with no polyps.
frame_70306,This is a colonoscopy frame from a patient with no polyps.
frame_70307,This is a colonoscopy frame from a patient with no polyps.
frame_70308,This is a colonoscopy frame from a patient with no polyps.
frame_70309,This is a colonoscopy frame from a patient with no polyps.
frame_70310,This is a colonoscopy frame from a patient with no polyps.
frame_70311,This is a colonoscopy frame from a patient with no polyps.
frame_70312,This is a colonoscopy frame from a patient with no polyps.
frame_70313,This is a colonoscopy frame from a patient with no polyps.
frame_70314,This is a colonoscopy frame from a patient with no polyps.
frame_70315,This is a colonoscopy frame from a patient with no polyps.
frame_70316,This is a colonoscopy frame from a patient with no polyps.
frame_70317,This is a colonoscopy frame from a patient with no polyps.
frame_70318,This is a colonoscopy frame from a patient with no polyps.
frame_70319,This is a colonoscopy frame from a patient with no polyps.
frame_70320,This is a colonoscopy frame from a patient with no polyps.
frame_70321,This is a colonoscopy frame from a patient with no polyps.
frame_70322,This is a colonoscopy frame from a patient with no polyps.
frame_70323,This is a colonoscopy frame from a patient with no polyps.
frame_70324,This is a colonoscopy frame from a patient with no polyps.
frame_70325,This is a colonoscopy frame from a patient with no polyps.
frame_70326,This is a colonoscopy frame from a patient with no polyps.
frame_70327,This is a colonoscopy frame from a patient with no polyps.
frame_70328,This is a colonoscopy frame from a patient with no polyps.
frame_70329,This is a colonoscopy frame from a patient with no polyps.
frame_70330,This is a colonoscopy frame from a patient with no polyps.
frame_70331,This is a colonoscopy frame from a patient with no polyps.
frame_70332,This is a colonoscopy frame from a patient with no polyps.
frame_70333,This is a colonoscopy frame from a patient with no polyps.
frame_70334,This is a colonoscopy frame from a patient with no polyps.
frame_70335,This is a colonoscopy frame from a patient with no polyps.
frame_70336,This is a colonoscopy frame from a patient with no polyps.
frame_70337,This is a colonoscopy frame from a patient with no polyps.
frame_70338,This is a colonoscopy frame from a patient with no polyps.
frame_70339,This is a colonoscopy frame from a patient with no polyps.
frame_70340,This is a colonoscopy frame from a patient with no polyps.
frame_70341,This is a colonoscopy frame from a patient with no polyps.
frame_70342,This is a colonoscopy frame from a patient with no polyps.
frame_70343,This is a colonoscopy frame from a patient with no polyps.
frame_70344,This is a colonoscopy frame from a patient with no polyps.
frame_70345,This is a colonoscopy frame from a patient with no polyps.
frame_70346,This is a colonoscopy frame from a patient with no polyps.
frame_70347,This is a colonoscopy frame from a patient with no polyps.
frame_70348,This is a colonoscopy frame from a patient with no polyps.
frame_70349,This is a colonoscopy frame from a patient with no polyps.
frame_70350,This is a colonoscopy frame from a patient with no polyps.
frame_70351,This is a colonoscopy frame from a patient with no polyps.
frame_70352,This is a colonoscopy frame from a patient with no polyps.
frame_70353,This is a colonoscopy frame from a patient with no polyps.
frame_70354,This is a colonoscopy frame from a patient with no polyps.
frame_70355,This is a colonoscopy frame from a patient with no polyps.
frame_70356,This is a colonoscopy frame from a patient with no polyps.
frame_70357,This is a colonoscopy frame from a patient with no polyps.
frame_70358,This is a colonoscopy frame from a patient with no polyps.
frame_70359,This is a colonoscopy frame from a patient with no polyps.
frame_70360,This is a colonoscopy frame from a patient with no polyps.
frame_70361,This is a colonoscopy frame from a patient with no polyps.
frame_70362,This is a colonoscopy frame from a patient with no polyps.
frame_70363,This is a colonoscopy frame from a patient with no polyps.
frame_70364,This is a colonoscopy frame from a patient with no polyps.
frame_70365,This is a colonoscopy frame from a patient with no polyps.
frame_70366,This is a colonoscopy frame from a patient with no polyps.
frame_70367,This is a colonoscopy frame from a patient with no polyps.
frame_70368,This is a colonoscopy frame from a patient with no polyps.
frame_70369,This is a colonoscopy frame from a patient with no polyps.
frame_70370,This is a colonoscopy frame from a patient with no polyps.
frame_70371,This is a colonoscopy frame from a patient with no polyps.
frame_70372,This is a colonoscopy frame from a patient with no polyps.
frame_70373,This is a colonoscopy frame from a patient with no polyps.
frame_70374,This is a colonoscopy frame from a patient with no polyps.
frame_70375,This is a colonoscopy frame from a patient with no polyps.
frame_70376,This is a colonoscopy frame from a patient with no polyps.
frame_70377,This is a colonoscopy frame from a patient with no polyps.
frame_70378,This is a colonoscopy frame from a patient with no polyps.
frame_70379,This is a colonoscopy frame from a patient with no polyps.
frame_70380,This is a colonoscopy frame from a patient with no polyps.
frame_70381,This is a colonoscopy frame from a patient with no polyps.
frame_70382,This is a colonoscopy frame from a patient with no polyps.
frame_70383,This is a colonoscopy frame from a patient with no polyps.
frame_70384,This is a colonoscopy frame from a patient with no polyps.
frame_70385,This is a colonoscopy frame from a patient with no polyps.
frame_70386,This is a colonoscopy frame from a patient with no polyps.
frame_70387,This is a colonoscopy frame from a patient with no polyps.
frame_70388,This is a colonoscopy frame from a patient with no polyps.
frame_70389,This is a colonoscopy frame from a patient with no polyps.
frame_70390,This is a colonoscopy frame from a patient with no polyps.
frame_70391,This is a colonoscopy frame from a patient with no polyps.
frame_70392,This is a colonoscopy frame from a patient with no polyps.
frame_70393,This is a colonoscopy frame from a patient with no polyps.
frame_70394,This is a colonoscopy frame from a patient with no polyps.
frame_70395,This is a colonoscopy frame from a patient with no polyps.
frame_70396,This is a colonoscopy frame from a patient with no polyps.
frame_70397,This is a colonoscopy frame from a patient with no polyps.
frame_70398,This is a colonoscopy frame from a patient with no polyps.
frame_70399,This is a colonoscopy frame from a patient with no polyps.
frame_70400,This is a colonoscopy frame from a patient with no polyps.
frame_70401,This is a colonoscopy frame from a patient with no polyps.
frame_70402,This is a colonoscopy frame from a patient with no polyps.
frame_70403,This is a colonoscopy frame from a patient with no polyps.
frame_70404,This is a colonoscopy frame from a patient with no polyps.
frame_70405,This is a colonoscopy frame from a patient with no polyps.
frame_70406,This is a colonoscopy frame from a patient with no polyps.
frame_70407,This is a colonoscopy frame from a patient with no polyps.
frame_70408,This is a colonoscopy frame from a patient with no polyps.
frame_70409,This is a colonoscopy frame from a patient with no polyps.
frame_70410,This is a colonoscopy frame from a patient with no polyps.
frame_70411,This is a colonoscopy frame from a patient with no polyps.
frame_70412,This is a colonoscopy frame from a patient with no polyps.
frame_70413,This is a colonoscopy frame from a patient with no polyps.
frame_70414,This is a colonoscopy frame from a patient with no polyps.
frame_70415,This is a colonoscopy frame from a patient with no polyps.
frame_70416,This is a colonoscopy frame from a patient with no polyps.
frame_70417,This is a colonoscopy frame from a patient with no polyps.
frame_70418,This is a colonoscopy frame from a patient with no polyps.
frame_70419,This is a colonoscopy frame from a patient with no polyps.
frame_70420,This is a colonoscopy frame from a patient with no polyps.
frame_70421,This is a colonoscopy frame from a patient with no polyps.
frame_70422,This is a colonoscopy frame from a patient with no polyps.
frame_70423,This is a colonoscopy frame from a patient with no polyps.
frame_70424,This is a colonoscopy frame from a patient with no polyps.
frame_70425,This is a colonoscopy frame from a patient with no polyps.
frame_70426,This is a colonoscopy frame from a patient with no polyps.
frame_70427,This is a colonoscopy frame from a patient with no polyps.
frame_70428,This is a colonoscopy frame from a patient with no polyps.
frame_70429,This is a colonoscopy frame from a patient with no polyps.
frame_70430,This is a colonoscopy frame from a patient with no polyps.
frame_70431,This is a colonoscopy frame from a patient with no polyps.
frame_70432,This is a colonoscopy frame from a patient with no polyps.
frame_70433,This is a colonoscopy frame from a patient with no polyps.
frame_70434,This is a colonoscopy frame from a patient with no polyps.
frame_70435,This is a colonoscopy frame from a patient with no polyps.
frame_70436,This is a colonoscopy frame from a patient with no polyps.
frame_70437,This is a colonoscopy frame from a patient with no polyps.
frame_70438,This is a colonoscopy frame from a patient with no polyps.
frame_70439,This is a colonoscopy frame from a patient with no polyps.
frame_70440,This is a colonoscopy frame from a patient with no polyps.
frame_70441,This is a colonoscopy frame from a patient with no polyps.
frame_70442,This is a colonoscopy frame from a patient with no polyps.
frame_70443,This is a colonoscopy frame from a patient with no polyps.
frame_70444,This is a colonoscopy frame from a patient with no polyps.
frame_70445,This is a colonoscopy frame from a patient with no polyps.
frame_70446,This is a colonoscopy frame from a patient with no polyps.
frame_70447,This is a colonoscopy frame from a patient with no polyps.
frame_70448,This is a colonoscopy frame from a patient with no polyps.
frame_70449,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_70450,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_70451,This is a colonoscopy frame from a patient with no polyps.
frame_70452,This is a colonoscopy frame from a patient with no polyps.
frame_70453,This is a colonoscopy frame from a patient with no polyps.
frame_70454,This is a colonoscopy frame from a patient with no polyps.
frame_70455,This is a colonoscopy frame from a patient with no polyps.
frame_70456,This is a colonoscopy frame from a patient with no polyps.
frame_70457,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_70458,This is a colonoscopy frame from a patient with no polyps.
frame_70459,This is a colonoscopy frame from a patient with no polyps.
frame_70460,This is a colonoscopy frame from a patient with no polyps.
frame_70461,This is a colonoscopy frame from a patient with no polyps.
frame_70462,This is a colonoscopy frame from a patient with no polyps.
frame_70463,This is a colonoscopy frame from a patient with no polyps.
frame_70464,This is a colonoscopy frame from a patient with no polyps.
frame_70465,This is a colonoscopy frame from a patient with no polyps.
frame_70466,This is a colonoscopy frame from a patient with no polyps.
frame_70467,This is a colonoscopy frame from a patient with no polyps.
frame_70468,This is a colonoscopy frame from a patient with no polyps.
frame_70469,This is a colonoscopy frame from a patient with no polyps.
frame_70470,This is a colonoscopy frame from a patient with no polyps.
frame_70471,This is a colonoscopy frame from a patient with no polyps.
frame_70472,This is a colonoscopy frame from a patient with no polyps.
frame_70473,This is a colonoscopy frame from a patient with no polyps.
frame_70474,This is a colonoscopy frame from a patient with no polyps.
frame_70475,This is a colonoscopy frame from a patient with no polyps.
frame_70476,This is a colonoscopy frame from a patient with no polyps.
frame_70477,This is a colonoscopy frame from a patient with no polyps.
frame_70478,This is a colonoscopy frame from a patient with no polyps.
frame_70479,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 7 mm located in the sigmoid colon.
frame_70480,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 7 mm located in the sigmoid colon.
frame_70481,This is a colonoscopy frame from a patient with no polyps.
frame_70482,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 7 mm located in the sigmoid colon.
frame_70483,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 7 mm located in the sigmoid colon.
frame_70484,This is a colonoscopy frame from a patient with no polyps.
